latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
34.059753,-118.2375,91.0,0,GMT,GMT

time,temperature_2m (°C),precipitation (mm),dew_point_2m (°C),relative_humidity_2m (%),wind_speed_10m (km/h),wind_direction_10m (°)
2020-01-01T00:00,18.9,0.00,12.4,66,4.2,110
2020-01-01T01:00,19.9,0.00,6.6,42,4.9,107
2020-01-01T02:00,14.9,0.00,6.8,58,3.4,18
2020-01-01T03:00,11.9,0.00,5.6,65,4.1,15
2020-01-01T04:00,9.9,0.00,4.9,71,4.3,24
2020-01-01T05:00,9.1,0.00,4.2,71,4.7,23
2020-01-01T06:00,8.8,0.00,3.7,71,5.6,27
2020-01-01T07:00,7.7,0.00,3.7,76,4.9,17
2020-01-01T08:00,7.5,0.00,3.1,74,6.0,33
2020-01-01T09:00,7.2,0.00,2.8,73,8.3,2
2020-01-01T10:00,9.5,0.00,1.3,57,6.4,322
2020-01-01T11:00,10.3,0.00,0.6,51,3.6,84
2020-01-01T12:00,7.8,0.00,2.0,66,10.3,78
2020-01-01T13:00,7.9,0.00,2.5,68,11.7,45
2020-01-01T14:00,7.6,0.00,1.5,65,9.0,355
2020-01-01T15:00,7.1,0.00,1.1,66,8.5,62
2020-01-01T16:00,9.7,0.00,2.8,62,9.8,66
2020-01-01T17:00,12.7,0.00,4.3,57,4.4,35
2020-01-01T18:00,15.1,0.00,4.6,49,1.1,108
2020-01-01T19:00,16.5,0.00,4.4,45,5.6,105
2020-01-01T20:00,17.1,0.00,4.7,44,4.1,105
2020-01-01T21:00,17.6,0.00,5.2,44,5.2,115
2020-01-01T22:00,17.7,0.00,5.6,45,1.9,292
2020-01-01T23:00,17.8,0.00,7.2,50,7.8,202
2020-01-02T00:00,17.3,0.00,9.8,61,7.3,213
2020-01-02T01:00,14.1,0.00,10.7,80,8.4,239
2020-01-02T02:00,12.4,0.00,9.8,84,5.1,274
2020-01-02T03:00,13.6,0.00,8.2,70,2.7,337
2020-01-02T04:00,13.4,0.00,7.9,69,4.5,209
2020-01-02T05:00,11.1,0.00,8.4,84,5.2,115
2020-01-02T06:00,9.6,0.00,7.9,89,7.6,85
2020-01-02T07:00,9.2,0.00,7.7,90,7.7,79
2020-01-02T08:00,8.8,0.00,7.7,93,6.9,81
2020-01-02T09:00,8.4,0.00,7.6,94,6.0,57
2020-01-02T10:00,7.9,0.00,7.1,95,5.5,79
2020-01-02T11:00,7.4,0.00,6.6,95,6.1,93
2020-01-02T12:00,8.9,0.00,7.9,94,9.1,81
2020-01-02T13:00,8.7,0.00,8.1,96,8.4,65
2020-01-02T14:00,8.4,0.00,7.5,94,5.4,48
2020-01-02T15:00,7.3,0.00,6.8,97,5.8,83
2020-01-02T16:00,8.2,0.00,7.9,98,14.0,108
2020-01-02T17:00,9.9,0.00,8.6,91,13.7,95
2020-01-02T18:00,12.1,0.00,9.2,82,8.4,59
2020-01-02T19:00,13.9,0.00,10.0,77,7.5,325
2020-01-02T20:00,15.4,0.00,9.6,68,5.4,274
2020-01-02T21:00,16.9,0.00,10.1,65,7.8,202
2020-01-02T22:00,17.1,0.00,11.4,69,10.5,184
2020-01-02T23:00,16.8,0.00,11.4,71,7.8,193
2020-01-03T00:00,17.0,0.00,10.8,67,2.4,333
2020-01-03T01:00,13.9,0.00,10.6,80,7.4,317
2020-01-03T02:00,13.7,0.00,10.3,80,7.7,298
2020-01-03T03:00,15.3,0.00,10.6,74,4.5,299
2020-01-03T04:00,13.2,0.00,9.7,79,4.1,45
2020-01-03T05:00,10.9,0.00,8.2,84,8.0,54
2020-01-03T06:00,10.4,0.00,6.6,78,7.3,33
2020-01-03T07:00,9.9,0.00,5.6,75,9.0,29
2020-01-03T08:00,13.6,0.00,3.8,52,5.7,18
2020-01-03T09:00,14.1,0.00,3.5,49,5.4,42
2020-01-03T10:00,13.9,0.00,3.2,49,6.6,22
2020-01-03T11:00,13.2,0.00,3.2,51,3.6,37
2020-01-03T12:00,13.2,0.00,3.0,50,4.4,305
2020-01-03T13:00,12.9,0.00,3.0,51,5.6,63
2020-01-03T14:00,11.2,0.00,3.2,58,8.1,58
2020-01-03T15:00,12.5,0.00,2.6,51,6.0,33
2020-01-03T16:00,12.9,0.00,2.5,49,4.3,336
2020-01-03T17:00,13.6,0.00,4.9,55,2.4,27
2020-01-03T18:00,16.3,0.00,6.3,52,4.2,31
2020-01-03T19:00,18.5,0.00,6.3,45,4.3,66
2020-01-03T20:00,20.0,0.00,6.6,42,3.8,107
2020-01-03T21:00,20.8,0.00,6.6,40,3.9,158
2020-01-03T22:00,20.9,0.00,7.1,41,5.4,172
2020-01-03T23:00,20.5,0.00,8.0,45,6.2,173
2020-01-04T00:00,19.5,0.00,13.8,69,5.4,180
2020-01-04T01:00,18.1,0.00,9.0,55,6.8,252
2020-01-04T02:00,14.4,0.00,9.3,71,8.0,297
2020-01-04T03:00,13.7,0.00,8.4,70,4.4,351
2020-01-04T04:00,14.0,0.00,7.7,66,1.9,22
2020-01-04T05:00,13.3,0.00,7.3,67,4.1,52
2020-01-04T06:00,12.0,0.00,7.2,72,7.1,75
2020-01-04T07:00,13.0,0.00,7.1,67,6.3,59
2020-01-04T08:00,14.0,0.00,6.7,61,2.7,23
2020-01-04T09:00,13.9,0.00,6.6,61,2.3,51
2020-01-04T10:00,13.8,0.00,6.4,61,2.8,50
2020-01-04T11:00,13.8,0.00,5.7,58,5.6,50
2020-01-04T12:00,11.8,0.00,5.0,63,7.6,71
2020-01-04T13:00,10.0,0.00,4.2,67,9.6,77
2020-01-04T14:00,12.3,0.00,3.2,54,5.9,38
2020-01-04T15:00,12.2,0.00,2.5,52,3.3,49
2020-01-04T16:00,11.0,0.00,5.1,67,5.2,106
2020-01-04T17:00,12.2,0.00,5.3,63,3.4,122
2020-01-04T18:00,13.9,0.00,6.9,63,4.1,105
2020-01-04T19:00,15.7,0.00,7.2,57,2.9,90
2020-01-04T20:00,17.2,0.00,7.2,51,2.2,99
2020-01-04T21:00,18.3,0.00,7.3,49,0.4,180
2020-01-04T22:00,19.0,0.00,7.7,48,2.8,220
2020-01-04T23:00,18.9,0.00,8.4,51,5.2,236
2020-01-05T00:00,16.9,0.00,11.8,72,8.7,246
2020-01-05T01:00,13.3,0.00,10.8,85,7.6,265
2020-01-05T02:00,13.9,0.00,9.6,76,5.0,300
2020-01-05T03:00,13.8,0.00,9.4,75,1.9,68
2020-01-05T04:00,11.1,0.00,8.9,86,7.2,87
2020-01-05T05:00,10.1,0.00,8.2,88,9.0,74
2020-01-05T06:00,9.6,0.00,7.2,85,9.5,61
2020-01-05T07:00,10.9,0.00,6.6,75,7.4,39
2020-01-05T08:00,10.6,0.00,5.6,71,7.6,19
2020-01-05T09:00,10.8,0.00,4.9,67,7.3,11
2020-01-05T10:00,10.1,0.00,4.3,67,5.5,349
2020-01-05T11:00,8.1,0.00,3.8,74,7.3,340
2020-01-05T12:00,10.5,0.00,4.6,67,6.4,308
2020-01-05T13:00,11.4,0.00,4.1,60,5.9,313
2020-01-05T14:00,11.3,0.00,3.8,60,5.2,25
2020-01-05T15:00,9.2,0.00,3.5,68,7.9,3
2020-01-05T16:00,11.9,0.00,3.4,56,3.6,37
2020-01-05T17:00,12.4,0.00,5.4,63,6.1,130
2020-01-05T18:00,13.7,0.00,5.7,58,5.7,125
2020-01-05T19:00,15.4,0.00,5.8,53,6.4,142
2020-01-05T20:00,17.0,0.00,5.8,48,8.0,153
2020-01-05T21:00,18.6,0.00,7.4,48,6.5,161
2020-01-05T22:00,20.0,0.00,7.9,46,3.6,233
2020-01-05T23:00,19.5,0.00,7.8,47,6.5,3
2020-01-06T00:00,16.1,0.00,11.6,75,9.0,178
2020-01-06T01:00,13.7,0.00,11.4,86,3.7,119
2020-01-06T02:00,12.9,0.00,10.9,88,5.4,42
2020-01-06T03:00,11.1,0.00,8.6,85,5.4,37
2020-01-06T04:00,10.2,0.00,6.9,80,4.7,23
2020-01-06T05:00,8.9,0.00,5.4,79,3.7,29
2020-01-06T06:00,7.8,0.00,4.3,79,1.5,14
2020-01-06T07:00,7.2,0.00,3.0,74,2.1,31
2020-01-06T08:00,7.1,0.00,2.2,71,6.7,54
2020-01-06T09:00,6.7,0.00,2.0,72,6.2,36
2020-01-06T10:00,6.9,0.00,0.6,64,2.2,360
2020-01-06T11:00,5.9,0.00,0.2,67,1.8,11
2020-01-06T12:00,7.1,0.00,-0.1,60,4.2,20
2020-01-06T13:00,6.4,0.00,-0.4,61,3.4,18
2020-01-06T14:00,7.1,0.00,-1.5,55,4.9,17
2020-01-06T15:00,7.5,0.00,-1.8,52,6.6,29
2020-01-06T16:00,9.4,0.00,0.2,52,4.6,45
2020-01-06T17:00,13.4,0.00,4.0,53,8.1,69
2020-01-06T18:00,16.1,0.00,5.3,49,5.9,128
2020-01-06T19:00,17.7,0.00,4.2,41,4.8,117
2020-01-06T20:00,19.2,0.00,3.0,34,3.3,103
2020-01-06T21:00,20.3,0.00,3.7,33,2.6,236
2020-01-06T22:00,21.0,0.00,4.0,33,5.9,227
2020-01-06T23:00,21.1,0.00,4.8,34,5.2,214
2020-01-07T00:00,19.1,0.00,12.3,65,5.0,69
2020-01-07T01:00,19.3,0.00,7.7,47,2.6,16
2020-01-07T02:00,14.2,0.00,7.7,65,5.1,4
2020-01-07T03:00,10.8,0.00,5.3,69,6.1,3
2020-01-07T04:00,9.1,0.00,4.0,70,3.0,14
2020-01-07T05:00,8.4,0.00,3.5,72,5.1,39
2020-01-07T06:00,8.1,0.00,2.7,68,5.0,30
2020-01-07T07:00,7.5,0.00,1.9,68,3.8,17
2020-01-07T08:00,6.8,0.00,1.8,71,5.0,21
2020-01-07T09:00,6.5,0.00,1.5,70,5.6,27
2020-01-07T10:00,6.6,0.00,0.9,67,5.6,15
2020-01-07T11:00,6.3,0.00,0.6,67,5.9,14
2020-01-07T12:00,6.1,0.00,0.5,67,5.4,20
2020-01-07T13:00,6.1,0.00,-0.2,64,4.2,20
2020-01-07T14:00,5.4,0.00,-0.2,67,3.8,17
2020-01-07T15:00,5.2,0.00,-0.3,67,4.2,20
2020-01-07T16:00,8.1,0.00,1.5,63,5.0,30
2020-01-07T17:00,12.6,0.00,4.8,59,4.6,39
2020-01-07T18:00,16.0,0.00,4.1,45,1.8,349
2020-01-07T19:00,18.9,0.00,5.0,40,3.1,339
2020-01-07T20:00,21.2,0.00,4.3,33,4.0,355
2020-01-07T21:00,22.5,0.00,3.2,28,2.9,353
2020-01-07T22:00,23.0,0.00,2.5,26,1.0,45
2020-01-07T23:00,22.5,0.00,6.8,36,4.0,185
2020-01-08T00:00,20.8,0.00,8.0,44,4.7,238
2020-01-08T01:00,16.9,0.00,8.4,57,7.9,294
2020-01-08T02:00,13.9,0.00,8.1,68,8.0,342
2020-01-08T03:00,15.0,0.00,4.8,50,2.3,18
2020-01-08T04:00,14.1,0.00,5.7,57,5.1,82
2020-01-08T05:00,11.1,0.00,7.2,76,7.9,90
2020-01-08T06:00,10.6,0.00,7.4,81,8.8,102
2020-01-08T07:00,9.6,0.00,7.1,84,8.3,90
2020-01-08T08:00,9.7,0.00,6.2,79,9.5,79
2020-01-08T09:00,9.6,0.00,6.3,80,11.2,94
2020-01-08T10:00,8.9,0.00,6.4,85,8.8,78
2020-01-08T11:00,9.1,0.00,7.9,92,13.4,85
2020-01-08T12:00,8.5,0.00,6.6,88,8.1,77
2020-01-08T13:00,8.4,0.00,5.8,84,7.6,87
2020-01-08T14:00,8.1,0.00,5.2,82,7.8,77
2020-01-08T15:00,7.1,0.00,4.1,81,8.4,65
2020-01-08T16:00,9.7,0.00,4.2,68,3.0,346
2020-01-08T17:00,12.4,0.00,5.3,62,2.9,7
2020-01-08T18:00,13.9,0.00,8.4,69,7.6,115
2020-01-08T19:00,14.9,0.00,7.7,62,10.7,130
2020-01-08T20:00,16.1,0.00,6.5,53,10.4,136
2020-01-08T21:00,16.8,0.00,7.6,55,6.5,146
2020-01-08T22:00,17.3,0.00,7.8,54,8.7,204
2020-01-08T23:00,15.4,0.00,9.3,67,18.6,224
2020-01-09T00:00,14.1,0.00,10.9,81,10.3,245
2020-01-09T01:00,12.7,0.00,10.6,87,7.6,245
2020-01-09T02:00,11.4,0.00,10.1,92,5.5,281
2020-01-09T03:00,11.5,0.00,9.6,88,5.6,243
2020-01-09T04:00,11.4,0.00,7.8,78,3.4,252
2020-01-09T05:00,8.3,0.00,7.4,94,7.6,45
2020-01-09T06:00,8.0,0.00,7.4,96,5.6,40
2020-01-09T07:00,7.7,0.00,6.9,95,5.1,39
2020-01-09T08:00,7.6,0.00,6.5,93,4.9,36
2020-01-09T09:00,8.4,0.00,6.4,88,4.7,9
2020-01-09T10:00,8.1,0.00,5.8,85,2.3,18
2020-01-09T11:00,7.2,0.00,5.1,87,2.3,18
2020-01-09T12:00,10.6,0.00,9.4,92,2.6,106
2020-01-09T13:00,9.4,0.00,8.9,96,3.0,14
2020-01-09T14:00,9.2,0.00,7.8,91,3.6,354
2020-01-09T15:00,9.3,0.00,7.1,86,3.3,13
2020-01-09T16:00,9.4,0.00,7.1,85,4.5,14
2020-01-09T17:00,11.4,0.00,7.7,77,1.5,194
2020-01-09T18:00,12.8,0.00,6.4,65,5.5,238
2020-01-09T19:00,13.9,0.00,6.9,63,6.8,245
2020-01-09T20:00,14.9,0.00,6.8,58,9.1,252
2020-01-09T21:00,15.8,0.00,5.9,52,10.4,256
2020-01-09T22:00,15.9,0.00,5.3,50,13.4,276
2020-01-09T23:00,15.8,0.00,6.1,52,12.6,273
2020-01-10T00:00,14.6,0.00,8.6,67,10.0,201
2020-01-10T01:00,12.9,0.00,10.5,85,8.4,223
2020-01-10T02:00,11.1,0.00,8.6,85,9.2,301
2020-01-10T03:00,10.1,0.00,7.3,83,5.0,21
2020-01-10T04:00,9.2,0.00,6.2,82,4.1,15
2020-01-10T05:00,8.0,0.00,5.2,82,2.9,7
2020-01-10T06:00,7.8,0.00,4.8,82,3.7,11
2020-01-10T07:00,7.2,0.00,4.7,84,4.1,15
2020-01-10T08:00,6.6,0.00,4.2,85,5.4,53
2020-01-10T09:00,5.2,0.00,4.0,92,4.6,18
2020-01-10T10:00,4.6,0.00,2.7,87,5.9,38
2020-01-10T11:00,4.5,0.00,2.8,89,6.1,93
2020-01-10T12:00,5.1,0.00,5.1,100,5.6,75
2020-01-10T13:00,6.3,0.00,5.1,92,8.9,21
2020-01-10T14:00,6.6,0.00,4.3,86,8.1,45
2020-01-10T15:00,6.1,0.00,3.2,81,7.9,43
2020-01-10T16:00,7.8,0.00,3.2,73,6.7,36
2020-01-10T17:00,9.8,0.00,3.1,63,3.6,53
2020-01-10T18:00,11.9,0.00,3.4,56,6.0,57
2020-01-10T19:00,13.6,0.00,5.9,60,5.2,74
2020-01-10T20:00,14.9,0.00,6.9,59,5.4,90
2020-01-10T21:00,15.8,0.00,6.6,54,5.4,94
2020-01-10T22:00,16.4,0.00,6.2,51,4.0,90
2020-01-10T23:00,16.5,0.00,5.9,49,1.6,63
2020-01-11T00:00,16.9,0.00,6.4,50,3.3,193
2020-01-11T01:00,13.4,0.00,9.7,78,7.5,235
2020-01-11T02:00,12.2,0.00,9.9,86,6.1,270
2020-01-11T03:00,11.4,0.00,8.9,85,6.9,317
2020-01-11T04:00,11.9,0.00,7.8,76,3.1,36
2020-01-11T05:00,9.2,0.00,6.4,83,5.0,60
2020-01-11T06:00,8.2,0.00,5.2,82,5.9,47
2020-01-11T07:00,7.9,0.00,4.6,79,6.6,45
2020-01-11T08:00,7.8,0.00,4.4,79,7.1,41
2020-01-11T09:00,8.1,0.00,4.1,76,7.6,45
2020-01-11T10:00,7.3,0.00,3.2,75,8.9,58
2020-01-11T11:00,7.0,0.00,2.5,73,9.7,51
2020-01-11T12:00,8.1,0.00,2.8,69,5.4,37
2020-01-11T13:00,8.2,0.00,2.2,65,5.7,55
2020-01-11T14:00,6.4,0.00,2.5,76,8.6,75
2020-01-11T15:00,5.8,0.00,2.8,81,9.4,86
2020-01-11T16:00,8.1,0.00,4.1,76,8.5,78
2020-01-11T17:00,10.4,0.00,6.4,77,8.3,92
2020-01-11T18:00,12.4,0.00,8.6,78,9.1,108
2020-01-11T19:00,14.0,0.00,9.7,75,7.7,127
2020-01-11T20:00,14.8,0.00,10.2,74,8.7,128
2020-01-11T21:00,15.4,0.00,10.2,71,7.7,118
2020-01-11T22:00,15.8,0.00,9.9,68,9.0,119
2020-01-11T23:00,15.6,0.00,9.9,68,9.8,126
2020-01-12T00:00,15.6,0.00,9.8,68,8.7,185
2020-01-12T01:00,13.1,0.00,11.1,87,5.5,203
2020-01-12T02:00,12.1,0.00,10.9,92,5.4,217
2020-01-12T03:00,12.1,0.00,10.8,92,3.9,338
2020-01-12T04:00,11.8,0.00,10.4,91,5.4,274
2020-01-12T05:00,10.6,0.00,9.6,93,2.2,9
2020-01-12T06:00,8.7,0.00,8.1,96,7.7,79
2020-01-12T07:00,9.1,0.00,8.4,95,11.6,74
2020-01-12T08:00,8.9,0.00,7.6,92,9.3,28
2020-01-12T09:00,8.9,0.00,7.6,92,10.2,18
2020-01-12T10:00,8.4,0.00,7.3,92,7.6,19
2020-01-12T11:00,7.9,0.00,6.7,91,4.9,17
2020-01-12T12:00,8.6,0.00,7.8,95,5.2,25
2020-01-12T13:00,8.4,0.00,7.9,97,9.0,5
2020-01-12T14:00,8.6,0.00,7.8,95,6.3,13
2020-01-12T15:00,8.1,0.00,7.2,94,6.1,28
2020-01-12T16:00,9.4,0.00,8.2,92,9.2,51
2020-01-12T17:00,10.9,0.00,8.1,83,4.7,23
2020-01-12T18:00,12.1,0.00,7.8,75,1.8,180
2020-01-12T19:00,13.4,0.00,8.2,71,4.6,135
2020-01-12T20:00,14.6,0.00,7.6,62,4.6,108
2020-01-12T21:00,15.6,0.00,7.3,58,4.8,167
2020-01-12T22:00,16.0,0.00,7.8,58,7.2,217
2020-01-12T23:00,15.6,0.00,7.4,58,9.8,242
2020-01-13T00:00,14.9,0.00,8.6,66,8.8,251
2020-01-13T01:00,12.6,0.00,8.9,78,8.7,253
2020-01-13T02:00,11.0,0.00,9.4,90,5.4,266
2020-01-13T03:00,10.3,0.00,8.8,90,2.9,7
2020-01-13T04:00,9.4,0.00,7.5,88,3.6,37
2020-01-13T05:00,8.6,0.00,6.3,85,3.6,45
2020-01-13T06:00,8.1,0.00,5.8,85,4.8,63
2020-01-13T07:00,7.6,0.00,5.7,87,7.2,72
2020-01-13T08:00,7.1,0.00,5.2,88,9.1,72
2020-01-13T09:00,7.8,0.00,5.1,83,6.4,47
2020-01-13T10:00,7.9,0.00,4.9,81,4.4,9
2020-01-13T11:00,7.6,0.00,4.8,83,5.0,339
2020-01-13T12:00,10.1,0.00,6.7,79,5.3,28
2020-01-13T13:00,9.4,0.00,6.7,83,5.9,52
2020-01-13T14:00,8.9,0.00,6.0,82,5.1,39
2020-01-13T15:00,7.1,0.00,4.8,86,4.6,39
2020-01-13T16:00,8.0,0.00,5.2,83,6.9,51
2020-01-13T17:00,10.6,0.00,6.7,77,5.1,82
2020-01-13T18:00,12.4,0.00,6.4,67,5.3,118
2020-01-13T19:00,13.5,0.00,7.2,66,7.0,102
2020-01-13T20:00,14.4,0.00,7.1,62,3.1,111
2020-01-13T21:00,15.6,0.00,6.3,54,3.3,221
2020-01-13T22:00,16.5,0.00,5.9,50,8.5,216
2020-01-13T23:00,15.9,0.00,8.8,63,13.6,217
2020-01-14T00:00,14.6,0.00,10.1,74,11.8,230
2020-01-14T01:00,12.4,0.00,9.9,85,7.2,264
2020-01-14T02:00,10.9,0.00,9.3,90,4.1,315
2020-01-14T03:00,10.1,0.00,8.8,91,3.0,14
2020-01-14T04:00,9.6,0.00,8.2,91,4.3,24
2020-01-14T05:00,8.9,0.00,7.6,92,5.9,43
2020-01-14T06:00,8.5,0.00,6.9,90,7.1,30
2020-01-14T07:00,8.6,0.00,6.4,86,6.1,28
2020-01-14T08:00,8.0,0.00,5.6,85,6.4,38
2020-01-14T09:00,9.6,0.00,5.7,77,5.1,45
2020-01-14T10:00,10.4,0.00,5.8,73,3.9,22
2020-01-14T11:00,7.4,0.00,5.2,86,7.3,340
2020-01-14T12:00,8.4,0.00,4.8,78,6.4,308
2020-01-14T13:00,7.6,0.00,4.0,78,7.0,325
2020-01-14T14:00,9.5,0.00,4.0,69,4.5,346
2020-01-14T15:00,9.1,0.00,3.8,69,5.5,328
2020-01-14T16:00,8.6,0.00,3.9,72,1.5,166
2020-01-14T17:00,10.1,0.00,5.2,71,4.5,104
2020-01-14T18:00,12.4,0.00,6.1,66,6.5,96
2020-01-14T19:00,14.1,0.00,8.2,68,6.1,118
2020-01-14T20:00,15.4,0.00,9.4,67,6.8,148
2020-01-14T21:00,15.6,0.00,9.6,68,7.4,137
2020-01-14T22:00,15.4,0.00,9.4,67,4.3,132
2020-01-14T23:00,15.7,0.00,9.2,65,1.0,45
2020-01-15T00:00,15.4,0.00,10.2,71,8.4,223
2020-01-15T01:00,13.0,0.00,10.8,87,7.9,240
2020-01-15T02:00,11.6,0.00,9.8,89,5.4,270
2020-01-15T03:00,10.5,0.00,9.0,90,5.3,332
2020-01-15T04:00,11.2,0.00,8.9,86,2.2,351
2020-01-15T05:00,9.6,0.00,8.4,93,5.1,86
2020-01-15T06:00,8.9,0.00,8.0,94,5.4,53
2020-01-15T07:00,8.4,0.00,7.2,92,6.9,43
2020-01-15T08:00,8.3,0.00,6.8,90,6.2,36
2020-01-15T09:00,7.7,0.00,6.2,90,4.3,5
2020-01-15T10:00,7.8,0.00,6.0,88,5.8,338
2020-01-15T11:00,9.6,0.00,6.3,80,5.0,330
2020-01-15T12:00,10.6,0.00,6.8,78,0.8,27
2020-01-15T13:00,10.1,0.00,6.8,80,2.1,31
2020-01-15T14:00,9.5,0.00,6.8,83,5.4,42
2020-01-15T15:00,6.4,0.00,5.3,92,9.0,37
2020-01-15T16:00,9.0,0.00,7.2,88,3.0,14
2020-01-15T17:00,11.1,0.00,7.8,80,0.8,27
2020-01-15T18:00,13.1,0.00,8.1,72,1.6,27
2020-01-15T19:00,14.8,0.00,7.6,62,2.6,286
2020-01-15T20:00,16.2,0.00,7.2,55,3.1,291
2020-01-15T21:00,17.5,0.00,7.0,50,2.9,210
2020-01-15T22:00,18.0,0.00,7.7,51,7.2,207
2020-01-15T23:00,17.2,0.00,9.1,59,10.7,230
2020-01-16T00:00,15.9,0.00,10.1,68,10.4,224
2020-01-16T01:00,13.7,0.00,9.8,77,7.4,227
2020-01-16T02:00,11.6,0.00,9.1,85,5.6,243
2020-01-16T03:00,10.2,0.00,8.6,90,7.4,293
2020-01-16T04:00,10.1,0.00,8.2,89,6.2,280
2020-01-16T05:00,9.8,0.00,8.1,89,5.7,235
2020-01-16T06:00,10.6,0.00,8.6,88,1.5,45
2020-01-16T07:00,8.1,0.00,6.5,90,4.8,63
2020-01-16T08:00,8.6,0.00,7.1,90,5.8,112
2020-01-16T09:00,7.8,0.00,7.5,98,5.1,86
2020-01-16T10:00,6.3,0.00,5.8,96,7.6,90
2020-01-16T11:00,6.6,0.00,6.3,99,7.4,104
2020-01-16T12:00,8.9,0.00,8.9,100,5.5,157
2020-01-16T13:00,8.8,0.10,8.8,100,4.3,85
2020-01-16T14:00,9.1,0.10,8.6,97,3.6,53
2020-01-16T15:00,9.4,0.00,7.3,87,1.1,360
2020-01-16T16:00,9.6,0.00,7.4,86,6.6,319
2020-01-16T17:00,10.8,0.10,9.1,89,3.1,306
2020-01-16T18:00,11.9,0.10,9.9,87,2.6,196
2020-01-16T19:00,13.1,0.00,9.9,81,7.8,158
2020-01-16T20:00,14.1,0.10,9.0,71,11.2,176
2020-01-16T21:00,14.2,0.10,8.9,71,14.2,216
2020-01-16T22:00,13.4,0.10,8.2,71,15.9,231
2020-01-16T23:00,13.4,0.00,7.0,65,13.3,213
2020-01-17T00:00,13.2,0.00,7.3,67,14.1,218
2020-01-17T01:00,11.9,0.00,7.3,73,10.3,241
2020-01-17T02:00,10.6,0.00,7.7,82,7.0,249
2020-01-17T03:00,10.4,0.00,7.1,80,4.4,81
2020-01-17T04:00,10.2,0.00,7.4,83,9.4,88
2020-01-17T05:00,10.4,0.40,7.9,85,4.8,77
2020-01-17T06:00,10.3,1.50,8.1,86,8.7,60
2020-01-17T07:00,10.1,1.00,8.2,89,11.4,55
2020-01-17T08:00,9.9,2.10,8.9,94,13.2,68
2020-01-17T09:00,10.1,1.40,8.8,92,14.6,74
2020-01-17T10:00,10.3,0.10,9.1,92,11.0,49
2020-01-17T11:00,10.4,0.00,8.9,90,7.1,41
2020-01-17T12:00,9.9,0.00,8.3,89,4.9,54
2020-01-17T13:00,9.9,0.00,8.0,88,4.7,351
2020-01-17T14:00,8.9,0.00,7.7,92,6.2,306
2020-01-17T15:00,10.1,0.00,8.0,87,1.8,11
2020-01-17T16:00,9.8,0.00,8.3,90,5.4,86
2020-01-17T17:00,11.0,0.00,8.9,87,6.8,87
2020-01-17T18:00,12.7,0.00,5.3,61,9.7,75
2020-01-17T19:00,14.0,0.00,5.1,55,8.1,77
2020-01-17T20:00,14.6,0.00,5.3,54,7.5,73
2020-01-17T21:00,15.1,0.00,6.1,55,9.0,85
2020-01-17T22:00,15.9,0.00,7.1,56,8.0,82
2020-01-17T23:00,16.1,0.00,7.1,55,5.1,135
2020-01-18T00:00,15.4,0.00,8.3,62,8.9,207
2020-01-18T01:00,13.4,0.00,10.1,81,6.6,257
2020-01-18T02:00,12.1,0.00,9.2,83,6.6,311
2020-01-18T03:00,11.1,0.00,7.8,80,6.4,333
2020-01-18T04:00,9.8,0.00,6.8,82,5.2,344
2020-01-18T05:00,8.1,0.00,5.9,87,4.3,360
2020-01-18T06:00,7.5,0.00,4.9,84,4.0,27
2020-01-18T07:00,7.2,0.00,4.1,81,5.2,16
2020-01-18T08:00,7.2,0.00,3.4,77,5.8,30
2020-01-18T09:00,6.7,0.00,2.8,76,6.1,28
2020-01-18T10:00,6.9,0.00,2.1,71,6.4,16
2020-01-18T11:00,8.8,0.00,1.0,58,4.4,35
2020-01-18T12:00,9.4,0.00,0.9,56,7.8,326
2020-01-18T13:00,8.2,0.00,0.7,59,5.8,356
2020-01-18T14:00,5.9,0.00,0.8,69,4.6,18
2020-01-18T15:00,4.6,0.00,0.6,75,3.6,53
2020-01-18T16:00,6.4,0.00,1.4,70,6.7,74
2020-01-18T17:00,9.9,0.00,3.3,64,5.2,115
2020-01-18T18:00,12.1,0.00,2.5,52,3.1,54
2020-01-18T19:00,15.1,0.00,2.0,41,3.9,304
2020-01-18T20:00,17.6,0.00,1.2,33,5.7,252
2020-01-18T21:00,19.1,0.00,2.7,33,6.4,223
2020-01-18T22:00,19.8,0.00,4.7,37,7.9,219
2020-01-18T23:00,19.4,0.00,6.1,42,7.5,215
2020-01-19T00:00,18.1,0.00,8.2,52,6.4,218
2020-01-19T01:00,15.1,0.00,10.2,73,7.3,200
2020-01-19T02:00,15.6,0.00,8.4,62,1.8,360
2020-01-19T03:00,11.2,0.00,7.2,76,3.4,18
2020-01-19T04:00,9.8,0.00,4.6,70,2.2,9
2020-01-19T05:00,8.6,0.00,3.2,69,2.2,9
2020-01-19T06:00,7.5,0.00,2.8,72,2.6,34
2020-01-19T07:00,6.8,0.00,2.5,74,4.6,39
2020-01-19T08:00,6.7,0.00,1.8,71,6.6,41
2020-01-19T09:00,6.8,0.00,0.9,66,4.7,23
2020-01-19T10:00,6.6,0.00,0.0,63,3.8,17
2020-01-19T11:00,5.6,0.00,0.2,68,3.9,22
2020-01-19T12:00,6.1,0.00,0.4,67,7.4,23
2020-01-19T13:00,6.8,0.00,0.2,63,6.2,7
2020-01-19T14:00,7.6,0.00,-1.2,54,4.7,9
